Sentence | True Label | Predicted Tag
Her insistence that they follow the rules frustrated the group. | NN | IN
The awareness that she had been wrong filled her with regret. | NN | IN
The confirmation that the deal was final pleased everyone. | NN | IN
His claim that he knew nothing about it was suspicious. | NN | IN
The hope that things would improve kept them motivated. | NN | IN
The understanding that the deadline was flexible helped. | NN | IN
The objection that the terms were unfair led to renegotiation. | NN | IN
The notion that success is guaranteed is misleading. | NN | IN
Her realization that she forgot her wallet embarrassed her. | NN | IN
The belief that honesty is the best policy guided her actions. | NN | IN
The idea that they’d succeed seemed impossible. | NN | IN
The fear that they wouldn’t make it was overwhelming. | NN | IN
His statement that he didn’t know her shocked everyone. | NN | IN
The decision that we’d take a break was wise. | NN | IN
The assumption that everyone was ready was premature. | NN | IN
The rumor that the shop was closing upset customers. | NN | IN
Her suggestion that we split the work was fair. | NN | IN
The realization that he was wrong hit him hard. | NN | IN
The memory that we spent summers together still warms my heart. | NN | IN
The conclusion that she was the best candidate was obvious. | NN | IN
The thought that he might leave terrified her. | NN | IN
The objection that the prices were too high delayed approval. | NN | IN
His regret that he didn’t act sooner was genuine. | NN | IN
The announcement that the parade was canceled saddened the crowd. | NN | IN
Her claim that she had no idea about the plan wasn’t believable. | NN | IN
The awareness that he had been careless filled him with shame. | NN | IN
The confirmation that the test was negative relieved everyone. | NN | IN
His belief that they’d win easily was naive. | NN | IN
The suggestion that they try again was well received. | NN | IN
Her refusal that the blame was hers angered her colleagues. | NN | IN
The thought that they’d reunite made her smile. | NN | IN
His hope that things would get better inspired the team. | NN | IN
The idea that they could escape was ridiculous. | NN | IN
The realization that he was lost terrified him. | NN | IN
The objection that the deadline was unreasonable was valid. | NN | IN
Her regret that she didn’t say goodbye lingered. | NN | IN
The confirmation that the shipment had arrived brought relief. | NN | IN
